"0.62,-40.09,-9.71,2.51,2.49"
"0.83,-9.45,-10.01,2.51,2.49"
"1.03,-9.63,-9.68,2.51,2.49"
"1.24,-9.96,-9.52,2.52,2.49"
"1.45,-9.73,-9.97,2.51,2.49"
"1.66,-9.50,-9.79,2.52,2.48"
"1.87,-9.95,-9.49,2.52,2.50"
"2.08,-9.65,-10.03,2.50,2.50"
"2.28,-9.54,-9.89,2.52,2.49"
"2.49,-9.96,-9.43,2.52,2.49"
"2.70,-9.94,-9.79,2.51,2.49"
"2.91,-9.37,-9.90,2.52,2.50"
"3.12,-9.92,-9.65,2.52,2.49"
"3.33,-9.68,-10.14,2.52,2.50"
"3.53,-9.35,-10.05,2.51,2.49"
"3.74,-9.33,-9.28,2.51,2.49"
"3.95,-10.19,-9.24,2.52,2.50"
"4.16,-9.27,-10.72,2.51,2.49"
"4.37,-9.87,-9.52,2.51,2.50"
"4.58,-9.49,-9.82,2.52,2.50"
"4.78,-9.27,-9.64,2.52,2.49"
"4.99,-10.00,-10.00,2.52,2.50"
"5.20,-11.32,-11.73,2.51,2.50"
"5.41,-9.69,-10.89,2.52,2.51"
"5.62,-9.98,-8.96,2.51,2.49"
"5.82,-9.92,-10.40,2.50,2.49"
"6.03,-9.36,-10.21,2.51,2.49"
"6.24,-10.60,-10.11,2.51,2.50"
"6.45,-10.13,-8.91,2.51,2.50"
"6.66,-9.52,-10.48,2.52,2.50"
"6.87,-9.01,-9.88,2.51,2.50"
"7.07,-8.50,-9.24,2.51,2.49"
"7.28,-10.45,-9.40,2.52,2.50"
"7.49,-9.99,-8.82,2.51,2.51"
"7.70,-9.85,-10.02,2.51,2.48"
"7.91,-8.84,-9.56,2.52,2.50"
"8.12,-9.02,-10.00,2.51,2.50"
"8.32,-9.72,-8.89,2.50,2.50"
"8.53,-9.53,-9.29,2.51,2.50"
"8.74,-8.89,-9.58,2.52,2.51"
"8.95,-9.98,-10.65,2.52,2.50"
"9.16,-10.30,-10.05,2.52,2.49"
"9.37,-9.73,-8.94,2.52,2.48"
"9.57,-9.00,-9.53,2.53,2.51"
"9.78,-8.48,-10.00,2.52,2.50"
"9.99,-9.37,-10.93,2.52,2.50"
"10.20,-9.44,-8.84,2.51,2.50"
"10.41,-10.79,-8.90,2.53,2.50"
"10.61,-10.29,-10.03,2.52,2.49"
"10.82,-9.03,-10.42,2.52,2.49"
"11.03,-9.58,-9.63,2.51,2.50"
"11.24,-9.62,-9.53,2.52,2.50"
"11.45,-11.06,-9.07,2.51,2.51"
"11.66,-9.72,-9.90,2.52,2.50"
"11.87,-9.29,-9.49,2.52,2.50"
"12.07,-11.29,-10.18,2.51,2.50"
"12.28,-9.57,-9.79,2.51,2.49"
"12.49,-10.02,-10.21,2.52,2.50"
"12.70,-8.52,-9.90,2.51,2.50"
"12.91,-9.34,-10.08,2.52,2.49"
"13.12,-10.66,-9.02,2.51,2.49"
"13.32,-9.63,-9.05,2.51,2.49"
"13.53,-9.30,-10.80,2.51,2.50"
"13.74,-8.48,-10.47,2.52,2.49"
"13.95,-9.47,-9.94,2.52,2.49"
"14.16,-2.61,-2.57,2.52,2.50"
"14.36,-8.86,-8.99,2.51,2.48"
"14.57,-9.78,-9.66,2.51,2.49"
"14.78,-9.86,-9.50,2.52,2.50"
"14.99,-9.62,-9.76,2.52,2.50"
"15.20,-9.62,-9.62,2.52,2.49"
"15.41,-9.79,-9.56,2.51,2.50"
"15.62,-9.59,-9.88,2.52,2.50"
"15.82,-9.72,-9.88,2.51,2.47"
"16.03,-9.71,-9.70,2.50,2.49"
"16.24,-9.78,-9.80,2.51,2.50"
"16.45,-9.89,-9.71,2.52,2.49"
"16.66,-9.83,-9.62,2.52,2.49"
"16.86,-9.70,-9.61,2.52,2.50"
"17.07,-9.62,-9.89,2.51,2.50"
"17.28,-9.76,-9.71,2.51,2.50"
