"0.62,-39.61,-9.80,2.51,2.49"
"0.83,-9.63,-9.67,2.51,2.48"
"1.03,-9.85,-9.83,2.51,2.48"
"1.24,-9.73,-9.53,2.51,2.49"
"1.45,-9.90,-9.96,2.51,2.49"
"1.66,-9.63,-9.48,2.51,2.48"
"1.87,-9.83,-9.99,2.51,2.48"
"2.08,-9.61,-9.36,2.51,2.49"
"2.28,-9.82,-9.97,2.51,2.50"
"2.49,-9.79,-9.43,2.51,2.48"
"2.70,-9.59,-10.11,2.51,2.49"
"2.91,-9.86,-9.40,2.52,2.48"
"3.12,-9.61,-9.84,2.51,2.50"
"3.33,-9.72,-9.36,2.51,2.48"
"3.53,-9.29,-10.12,2.51,2.51"
"3.74,-10.26,-9.85,2.51,2.49"
"3.95,-9.52,-10.36,2.50,2.50"
"4.16,-10.09,-8.24,2.51,2.49"
"4.37,-9.65,-10.57,2.51,2.49"
"4.58,-10.04,-9.31,2.51,2.49"
"4.78,-9.11,-10.76,2.52,2.49"
"4.99,-10.20,-9.21,2.51,2.48"
"5.20,-10.09,-9.62,2.51,2.50"
"5.41,-9.58,-9.39,2.51,2.50"
"5.62,-9.14,-10.47,2.52,2.49"
"5.82,-9.20,-7.84,2.51,2.48"
"6.03,-10.67,-9.33,2.51,2.50"
"6.24,-9.97,-9.39,2.51,2.48"
"6.45,-9.74,-10.08,2.50,2.49"
"6.66,-10.44,-9.76,2.51,2.49"
"6.87,-9.21,-9.86,2.52,2.50"
"7.07,-10.13,-10.65,2.52,2.49"
"7.28,-10.75,-9.27,2.51,2.48"
"7.49,-9.90,-10.04,2.51,2.48"
"7.70,-9.15,-9.74,2.51,2.49"
"7.91,-8.52,-10.29,2.52,2.49"
"8.12,-9.43,-9.90,2.52,2.50"
"8.32,-10.69,-9.08,2.52,2.49"
"8.53,-9.84,-9.61,2.51,2.49"
"8.74,-9.90,-10.23,2.52,2.50"
"8.95,-9.07,-10.30,2.52,2.49"
"9.16,-9.39,-9.72,2.52,2.49"
"9.37,-10.30,-8.17,2.52,2.49"
"9.57,-9.54,-9.49,2.51,2.50"
"9.78,-9.17,-10.58,2.51,2.51"
"9.99,-8.70,-9.50,2.51,2.48"
"10.20,-10.58,-8.91,2.50,2.48"
"10.41,-10.93,-9.36,2.51,2.49"
"10.61,-8.91,-10.19,2.52,2.49"
"10.82,-9.34,-11.04,2.52,2.48"
"11.03,-8.47,-10.04,2.50,2.48"
"11.24,-9.52,-9.83,2.51,2.50"
"11.45,-10.50,-9.43,2.51,2.48"
"11.66,-9.48,-9.69,2.52,2.49"
"11.87,-10.25,-10.30,2.52,2.49"
"12.07,-8.88,-9.84,2.52,2.50"
"12.28,-10.19,-9.51,2.51,2.49"
"12.49,-9.57,-10.43,2.51,2.49"
"12.70,-8.80,-10.51,2.51,2.49"
"12.91,-9.43,-10.51,2.51,2.50"
"13.12,-9.73,-9.65,2.51,2.48"
"13.32,-10.08,-8.72,2.52,2.49"
"13.53,-10.39,-9.50,2.51,2.49"
"13.74,-8.96,-10.23,2.52,2.49"
"13.95,-10.21,-9.64,2.52,2.50"
"14.16,-9.16,-8.80,2.50,2.48"
"14.37,-10.28,-9.34,2.50,2.49"
"14.57,-9.95,-7.50,2.51,2.49"
"14.78,-9.97,-8.93,2.51,2.50"
"14.99,-9.39,-9.50,2.50,2.49"
"15.20,-9.70,-9.57,2.51,2.49"
"15.41,-9.56,-9.56,2.52,2.49"
"15.62,-9.68,-9.86,2.51,2.48"
"15.82,-9.54,-9.65,2.50,2.49"
"16.03,-9.67,-9.75,2.51,2.49"
"16.24,-9.56,-9.70,2.50,2.49"
"16.45,-9.72,-9.60,2.50,2.48"
"16.66,-9.78,-9.77,2.52,2.50"
"16.87,-9.88,-9.66,2.53,2.50"
"17.07,-9.65,-9.79,2.51,2.49"
"17.28,-9.82,-9.68,2.51,2.49"
"17.49,-11.18,-7.49,2.51,2.48"
"17.70,-10.12,-9.13,2.52,2.49"
"17.91,-10.62,-8.78,2.51,2.48"
"18.11,-9.69,-10.84,2.52,2.47"
"18.32,-14.95,-12.86,2.49,2.49"
"18.53,-10.49,-17.43,2.50,2.50"
"18.74,-13.11,-11.91,2.50,2.50"
"18.95,-8.48,-14.55,2.52,2.49"
"19.16,-7.57,-9.96,2.52,2.50"
"19.36,-11.27,-9.55,2.51,2.49"
"19.57,-8.99,-8.57,2.51,2.50"
"19.78,-11.28,-6.89,2.53,2.49"
"19.99,-7.78,-11.84,2.51,2.49"
"20.20,-11.36,-9.54,2.50,2.48"
"20.41,-9.57,-11.53,2.51,2.47"
"20.62,-6.86,-6.84,2.51,2.49"
"20.82,-11.91,-5.69,2.50,2.49"
"21.03,-13.70,-10.04,2.51,2.49"
"21.24,-6.42,-7.37,2.51,2.49"
"21.45,-9.23,-8.52,2.51,2.50"
"21.66,-9.90,-10.63,2.51,2.47"
"21.86,-11.19,-12.50,2.53,2.48"
"22.07,-8.16,-12.09,2.51,2.50"
"22.28,-14.53,-7.51,2.53,2.49"
"22.49,-9.80,-8.55,2.51,2.50"
"22.70,-12.77,-7.98,2.52,2.49"
"22.91,-9.28,-13.24,2.52,2.49"
"23.11,-9.09,-11.60,2.50,2.49"
"23.32,-11.35,-8.64,2.51,2.49"
"23.53,-5.54,-5.47,2.52,2.48"
"23.74,-10.93,-12.58,2.51,2.48"
"23.95,-5.42,-8.56,2.50,2.50"
"24.16,-6.28,-7.20,2.51,2.49"
"24.37,-12.28,-10.95,2.53,2.49"
"24.57,-14.30,-6.74,2.50,2.49"
"24.78,-6.79,-8.26,2.51,2.49"
"24.99,-12.83,-11.15,2.51,2.49"
"25.20,-9.77,-10.80,2.52,2.49"
"25.41,-6.67,-6.91,2.52,2.49"
"25.62,-9.67,-9.55,2.51,2.47"
"25.82,-11.90,-7.06,2.49,2.48"
"26.03,-12.74,-10.24,2.51,2.48"
"26.24,-15.59,-12.74,2.52,2.49"
"26.45,-5.96,-12.34,2.50,2.49"
"26.66,-5.11,-7.47,2.51,2.49"
"26.86,-7.59,-12.62,2.51,2.48"
"27.07,-8.31,-9.11,2.53,2.50"
"27.28,-7.27,-7.31,2.53,2.49"
"27.49,-12.14,-8.88,2.50,2.49"
"27.70,-11.07,-10.61,2.50,2.48"
"27.91,-10.80,-11.27,2.53,2.49"
"28.11,-8.22,-10.98,2.50,2.48"
"28.32,-11.80,-10.23,2.51,2.49"
"28.53,-8.62,-7.10,2.52,2.49"
"28.74,-9.84,-4.24,2.51,2.48"
"28.95,-6.50,-12.20,2.50,2.48"
"29.16,-12.62,-12.20,2.50,2.49"
"29.37,-7.03,-8.49,2.51,2.49"
"29.57,-10.39,-8.96,2.52,2.48"
"29.78,-6.00,-11.38,2.49,2.49"
"29.99,-9.18,-8.56,2.52,2.50"
"30.20,-10.32,-9.96,2.50,2.49"
"30.41,-6.63,-8.56,2.51,2.49"
"30.61,-10.03,-5.41,2.52,2.48"
"30.82,-10.03,-7.95,2.53,2.49"
"31.03,-8.96,-7.43,2.51,2.50"
"31.24,-10.85,-10.87,2.51,2.49"
"31.45,-6.76,-5.13,2.52,2.48"
"31.66,-6.54,-6.69,2.51,2.50"
"31.86,-17.15,-9.87,2.50,2.50"
"32.07,-11.67,-14.87,2.51,2.49"
"32.28,-10.07,-10.25,2.51,2.49"
"32.49,-7.63,-7.49,2.51,2.49"
"32.70,-9.47,-12.17,2.51,2.49"
"32.91,-10.90,-11.32,2.51,2.50"
"33.12,-10.96,-8.74,2.50,2.48"
"33.32,-8.25,-11.74,2.51,2.49"
"33.53,-13.87,-13.21,2.53,2.50"
"33.74,-11.18,-10.14,2.50,2.49"
"33.95,-15.14,-8.99,2.53,2.48"
"34.16,-7.25,-7.09,2.51,2.49"
"34.37,-13.83,-11.92,2.52,2.48"
"34.57,-9.30,-9.31,2.52,2.49"
"34.78,-7.82,-8.03,2.51,2.50"
"34.99,-7.36,-8.30,2.52,2.49"
"35.20,-8.22,-10.53,2.50,2.49"
"35.41,-12.55,-10.48,2.52,2.50"
"35.62,-10.53,-13.24,2.50,2.48"
"35.82,-11.31,-5.65,2.51,2.48"
"36.03,-9.91,-9.29,2.51,2.49"
"36.24,-10.35,-7.74,2.52,2.49"
"36.45,-11.81,-11.36,2.51,2.49"
"36.66,-8.26,-9.30,2.50,2.49"
"36.87,-10.06,-7.46,2.52,2.50"
"37.07,-5.88,-15.34,2.51,2.50"
"37.28,-8.66,-6.50,2.51,2.50"
"37.49,-11.57,-10.98,2.51,2.48"
"37.70,-14.87,-6.88,2.52,2.48"
"37.91,-10.06,-8.91,2.51,2.48"
"38.12,-9.75,-8.08,2.52,2.49"
"38.32,-9.94,-10.38,2.51,2.49"
"38.53,-5.40,-7.92,2.52,2.50"
"38.74,-10.06,-11.51,2.51,2.48"
