"0.62,3.00,-38.11,0.15,-10.04,2.55,2.50"
"1.13,0.68,-9.74,0.03,-9.93,2.55,2.52"
"1.64,0.43,-9.93,0.02,-9.89,2.54,2.50"
"2.15,1.15,-13.55,1.25,-5.41,2.56,2.51"
"2.65,0.34,-9.81,-0.12,-10.53,2.55,2.51"
"3.16,0.59,-9.53,-0.01,-9.27,2.55,2.50"
"3.67,0.33,-9.64,-0.10,-10.10,2.54,2.50"
"4.18,0.96,-9.99,-0.06,-9.92,2.55,2.50"
"4.69,0.61,-10.09,0.08,-9.96,2.54,2.50"
"5.20,0.56,-9.93,-0.02,-10.02,2.54,2.51"
"5.71,0.71,-9.59,0.00,-10.36,2.55,2.50"
"6.22,0.72,-9.76,0.04,-9.25,2.54,2.50"
"6.73,0.43,-9.38,-0.15,-9.19,2.56,2.51"
"7.24,0.37,-9.75,-0.06,-9.57,2.54,2.50"
"7.74,0.72,-9.77,-0.07,-9.44,2.55,2.51"
"8.25,0.42,-9.77,0.09,-10.33,2.54,2.50"
"8.76,0.75,-10.17,0.16,-9.37,2.54,2.49"
"9.27,0.68,-9.27,0.17,-9.53,2.55,2.50"
"9.78,0.56,-9.56,-0.07,-9.84,2.55,2.51"
"10.29,0.75,-9.92,-0.07,-9.51,2.55,2.50"
"10.80,0.76,-9.97,0.38,-9.94,2.54,2.51"
"11.31,0.59,-9.18,-0.04,-9.62,2.55,2.50"
"11.81,0.38,-9.79,-0.21,-9.89,2.55,2.51"
"12.32,0.99,-9.56,-0.02,-10.43,2.55,2.50"
"12.83,0.78,-9.83,0.04,-9.74,2.55,2.50"
"13.34,0.58,-9.57,-0.15,-10.09,2.55,2.50"
"13.85,0.85,-9.60,-0.01,-8.87,2.55,2.51"
"14.36,0.49,-10.10,-0.05,-9.71,2.54,2.50"
"14.87,0.05,-10.08,-0.14,-8.77,2.55,2.52"
"15.38,0.95,-9.76,0.11,-8.67,2.55,2.52"
"15.89,0.65,-10.05,-0.01,-9.24,2.55,2.52"
"16.40,0.16,-10.30,-0.37,-9.13,2.54,2.50"
"16.91,0.85,-10.46,-0.09,-9.56,2.55,2.52"
"17.42,0.21,-8.83,-0.39,-6.42,2.55,2.51"
"17.92,-0.22,-12.55,-1.46,-12.31,2.54,2.50"
"18.43,3.14,-13.69,0.01,-15.51,2.56,2.51"
"18.94,0.87,-7.62,1.37,-10.63,2.55,2.50"
"19.45,-0.11,-13.55,-0.79,-8.86,2.55,2.51"
"19.96,1.65,-10.41,-1.19,-14.08,2.55,2.51"
"20.47,-0.20,-9.37,0.25,-8.87,2.56,2.50"
"20.98,0.85,-10.88,0.85,-8.15,2.56,2.52"
"21.49,-0.26,-10.41,-0.46,-7.11,2.56,2.51"
"22.00,2.75,-10.73,0.17,-13.65,2.54,2.51"
"22.50,0.26,-8.28,-0.54,-9.22,2.55,2.51"
"23.01,0.96,-6.51,1.65,-6.16,2.55,2.51"
"23.52,-1.42,-12.13,-0.78,-12.00,2.53,2.51"
"24.03,-1.05,-10.82,-0.57,-8.20,2.55,2.51"
"24.54,0.09,-10.27,0.17,-11.61,2.57,2.51"
"25.05,-2.87,-9.65,-2.50,-6.44,2.55,2.51"
"25.56,0.97,-6.94,0.02,-4.24,2.56,2.52"
"26.07,0.72,-13.27,2.81,-11.70,2.56,2.49"
"26.58,3.85,-9.01,2.13,-9.69,2.54,2.52"
"27.08,0.69,-10.06,-1.55,-8.37,2.54,2.51"
"27.59,-0.31,-13.78,-0.74,-12.73,2.52,2.50"
"28.10,3.12,-6.26,0.57,-9.80,2.54,2.51"
"28.61,2.07,-9.31,0.38,-8.13,2.55,2.52"
"29.12,-1.62,-10.21,-2.86,-8.17,2.55,2.51"
"29.63,2.77,-18.55,0.99,-14.81,2.55,2.51"
"30.14,3.98,-10.70,3.13,-12.44,2.54,2.52"
"30.65,2.20,-17.34,2.46,-10.12,2.56,2.50"
"31.16,1.13,-8.92,0.25,-11.41,2.54,2.49"
"31.67,-1.12,-7.53,-2.93,-10.92,2.54,2.50"
"32.18,-0.17,-10.88,-0.33,-6.96,2.55,2.51"
"32.69,3.52,-5.89,3.47,-10.87,2.55,2.51"
"33.20,1.95,-5.94,0.39,-13.05,2.55,2.51"
"33.70,0.53,-6.96,-0.03,-8.99,2.54,2.51"
"34.21,0.79,-9.70,-0.70,-9.41,2.54,2.51"
"34.72,-2.09,-8.85,-2.05,-6.02,2.54,2.51"
"35.23,-0.26,-11.31,0.73,-13.78,2.55,2.52"
"35.74,2.57,-7.24,1.73,-9.22,2.53,2.51"
"36.25,0.22,-8.67,-0.28,-8.80,2.54,2.51"
"36.76,-1.69,-15.19,-1.13,-11.97,2.53,2.51"
"37.27,-0.23,-11.03,-0.63,-11.27,2.55,2.51"
"37.78,-2.00,-11.11,-0.31,-7.27,2.55,2.51"
"38.29,-0.23,-10.45,0.01,-11.21,2.53,2.51"
"38.79,3.49,-11.43,-1.05,-8.46,2.55,2.50"
"39.30,0.96,-8.54,-0.66,-6.02,2.54,2.51"
"39.81,1.07,-4.49,-1.83,-9.78,2.54,2.51"
"40.32,0.65,-10.46,-0.49,-9.47,2.56,2.52"
"40.83,0.96,-11.54,1.11,-10.41,2.53,2.51"
"41.34,-1.94,-12.46,-0.93,-6.99,2.54,2.50"
"41.85,0.75,-8.26,0.41,-8.17,2.54,2.51"
