"0.62,2.47,-38.94,0.05,0.72,-9.59,-0.02,2.54,2.50"
"1.63,0.68,-9.64,-0.08,0.62,-9.77,-0.11,2.53,2.50"
"2.64,0.11,-7.44,-0.26,-0.22,-10.42,-0.71,2.53,2.51"
"3.65,0.13,-7.54,2.23,0.84,-4.45,0.32,2.52,2.50"
"4.66,1.26,-10.60,0.29,0.34,-7.69,-0.63,2.52,2.50"
"5.67,2.24,-9.70,0.44,0.91,-9.96,0.70,2.53,2.50"
"6.68,0.14,-2.59,0.40,0.31,-4.43,-0.24,2.54,2.50"
"7.69,2.54,-8.51,-0.19,-0.73,-11.00,-0.35,2.55,2.50"
"8.69,1.18,-13.55,-0.73,2.38,-6.51,-0.11,2.53,2.50"
"9.71,0.26,-6.23,1.64,0.07,-8.11,0.04,2.53,2.51"
"10.72,1.00,-14.21,-0.03,1.70,-10.92,0.01,2.54,2.50"
"11.72,2.32,-7.77,-2.70,-1.02,-13.18,-2.44,2.54,2.51"
"12.73,2.87,-11.14,1.15,0.52,-13.56,-1.66,2.53,2.50"
"13.74,0.32,-11.84,-0.69,1.24,-9.56,-0.53,2.54,2.50"
"14.75,-1.28,-9.28,-0.35,0.91,-6.37,-0.17,2.53,2.49"
"15.76,2.04,-14.56,-0.14,3.18,-9.87,-0.58,2.54,2.52"
"16.77,1.45,-9.54,-0.62,-0.13,-10.15,-1.54,2.54,2.50"
"17.78,2.47,-10.88,1.61,-1.52,-13.18,0.17,2.54,2.50"
"18.79,-1.31,-10.18,-0.51,0.27,-9.40,0.31,2.55,2.50"
"19.80,2.51,-9.29,0.39,0.45,-9.28,-0.07,2.54,2.50"
"20.81,3.03,-8.96,1.82,1.99,-11.77,-1.11,2.52,2.51"
"21.82,-0.91,-9.27,-1.54,1.26,-9.08,-1.79,2.53,2.50"
"22.83,3.15,-9.11,0.45,1.33,-10.83,-0.98,2.54,2.50"
"23.84,1.78,-8.77,-0.07,1.44,-11.07,0.47,2.53,2.50"
"24.85,0.72,-9.68,-2.60,1.01,-10.87,-1.41,2.54,2.51"
"25.86,2.96,-8.55,-1.31,-0.57,-6.96,-1.24,2.52,2.50"
"26.87,-0.97,-12.30,-0.33,-1.20,-6.35,-0.01,2.54,2.51"
"27.88,-0.59,-9.94,-0.65,-1.51,-10.53,-0.67,2.53,2.50"
