#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
0.68,-9.65,-0.06,0.66,-9.91,-0.01,2.54,2.49
0.62,-9.85,-0.02,0.74,-9.66,-0.09,2.54,2.51
0.74,-9.90,0.03,0.64,-9.73,-0.01,2.54,2.51
0.67,-9.80,-0.04,0.69,-9.92,-0.05,2.54,2.51
0.72,-9.64,-0.04,0.64,-9.82,-0.12,2.54,2.50
0.64,-9.75,0.00,0.66,-9.60,-0.07,2.54,2.51
0.70,-9.92,-0.03,0.73,-9.80,-0.08,2.53,2.50
0.68,-9.73,-0.06,0.61,-9.81,-0.16,2.54,2.51
0.71,-9.68,-0.11,0.67,-9.94,-0.00,2.54,2.51
0.63,-9.72,-0.00,0.69,-9.66,-0.05,2.53,2.50
0.63,-9.81,0.03,0.73,-9.70,-0.02,2.53,2.49
0.70,-9.75,-0.08,0.58,-9.82,-0.03,2.53,2.50
0.71,-9.64,-0.09,0.63,-9.81,0.02,2.54,2.50
0.58,-9.66,-0.09,0.58,-9.71,-0.08,2.54,2.50
0.64,-9.90,-0.04,0.70,-9.66,-0.06,2.53,2.51
0.70,-9.79,0.01,0.62,-9.79,-0.03,2.54,2.51
0.70,-9.60,-0.08,0.80,-9.86,0.03,2.55,2.51
0.59,-9.71,-0.12,0.65,-9.76,0.01,2.54,2.50
0.68,-9.85,-0.04,0.67,-9.75,0.02,2.55,2.51
0.66,-9.84,-0.03,0.60,-9.71,-0.04,2.53,2.50
0.70,-9.65,-0.06,0.79,-10.05,-0.03,2.54,2.51
0.67,-9.65,-0.05,0.63,-9.67,-0.06,2.54,2.50
0.65,-9.88,0.00,0.71,-9.75,0.03,2.54,2.50
0.67,-9.83,0.01,0.67,-9.76,-0.04,2.54,2.50
0.62,-9.67,-0.06,0.63,-9.95,-0.01,2.54,2.50
1.72,-4.70,0.14,1.37,-12.01,-1.17,2.52,2.49
1.06,-9.35,0.28,0.07,-10.39,-0.51,2.54,2.51
0.75,-9.47,0.10,0.23,-10.49,-0.28,2.54,2.50
0.82,-9.12,0.05,0.53,-10.35,-0.26,2.53,2.51
0.75,-9.96,-0.11,0.57,-10.28,-0.14,2.53,2.50
0.68,-9.63,0.02,0.34,-9.04,-0.14,2.54,2.52
-0.80,-8.06,0.92,1.70,-12.53,1.73,2.54,2.51
0.57,-10.31,-0.03,-1.70,-13.97,-0.59,2.54,2.50
-0.42,-4.77,0.27,0.79,-12.27,-0.95,2.55,2.51
0.82,-11.36,-2.24,0.88,-13.18,-1.55,2.54,2.51
0.32,-10.75,-1.90,1.61,-10.41,-0.18,2.54,2.51
0.51,-9.28,-0.45,-0.59,-9.70,-0.63,2.53,2.50
0.23,-8.84,-0.62,-0.77,-9.93,-1.17,2.54,2.51
-0.26,-9.14,-0.55,-0.24,-9.49,-0.05,2.53,2.50
1.11,-7.09,-0.58,0.62,-12.29,-0.02,2.53,2.50
-0.10,-9.33,-0.49,0.31,-11.15,-0.34,2.53,2.50
1.76,-13.98,-1.39,-0.77,-12.63,-1.71,2.54,2.50
0.54,-7.67,-0.09,-1.46,-7.55,-0.79,2.54,2.51
1.04,-11.20,0.09,-0.59,-13.61,-0.47,2.54,2.50
1.81,-7.16,0.44,0.46,-11.53,-0.38,2.53,2.51
2.12,-6.89,0.20,1.02,-9.78,-0.01,2.54,2.51
0.43,-9.20,-0.44,1.87,-8.09,0.64,2.54,2.50
0.01,-10.56,-0.10,0.32,-6.75,0.36,2.54,2.51
0.83,-12.18,0.20,2.06,-10.01,0.23,2.53,2.50
-0.07,-11.04,-0.47,-0.57,-11.04,-0.10,2.53,2.51
-0.54,-7.66,-0.81,-0.08,-7.00,-0.92,2.53,2.50
0.65,-10.53,-0.42,-0.46,-12.49,-0.04,2.53,2.51
1.12,-9.51,0.02,0.23,-9.70,0.40,2.53,2.50
-0.45,-8.19,0.13,-0.07,-7.17,0.29,2.54,2.50
-1.92,-7.14,-1.31,-0.65,-8.40,0.10,2.54,2.49
-0.69,-11.60,-0.59,-0.98,-11.63,-0.83,2.53,2.52
-0.59,-12.96,-1.36,-0.57,-12.72,-0.07,2.55,2.51
-0.16,-14.05,-0.15,1.24,-10.83,0.39,2.54,2.50
-1.85,-12.58,-0.57,1.35,-8.35,0.47,2.55,2.50
0.94,-10.91,0.04,-0.71,-12.83,-0.76,2.52,2.51
1.45,-7.97,0.51,-1.68,-12.27,0.43,2.52,2.49
1.18,-10.32,0.03,-2.96,-11.69,0.21,2.54,2.51
2.93,-6.82,1.00,1.68,-7.73,0.62,2.55,2.50
1.74,-10.08,0.04,1.66,-11.83,0.21,2.53,2.51
1.91,-14.35,-0.60,2.30,-14.58,-0.67,2.56,2.51
-0.23,-13.11,0.10,1.00,-7.56,-0.19,2.54,2.51
1.84,-6.92,-0.22,0.49,-10.71,-1.01,2.54,2.51
0.14,-7.90,0.50,1.11,-4.88,2.71,2.54,2.49
2.60,-10.21,0.80,2.67,-11.26,1.16,2.54,2.50
0.54,-16.16,1.17,-1.17,-9.58,1.07,2.54,2.50
1.72,-7.70,0.58,-1.18,-11.48,-0.52,2.54,2.50
1.58,-9.24,0.02,1.01,-9.76,0.52,2.54,2.51
1.44,-9.67,0.46,-1.09,-15.23,-0.87,2.54,2.50
2.11,-8.09,0.59,-0.09,-12.87,-0.52,2.54,2.50
0.34,-8.61,-0.07,0.57,-8.53,-0.28,2.53,2.50
2.00,-8.06,0.04,1.56,-9.99,0.13,2.54,2.51
0.56,-10.06,1.45,0.69,-12.93,0.23,2.54,2.51
0.26,-9.50,0.17,-0.07,-10.25,0.48,2.54,2.51
0.91,-6.89,-0.14,-0.69,-9.41,-1.79,2.54,2.50
-2.97,-8.13,-1.54,-0.55,-9.37,-2.63,2.54,2.50
-1.12,-7.27,-2.01,-0.59,-7.89,-2.27,2.52,2.51
0.14,-10.00,1.57,-0.48,-5.75,0.80,2.53,2.51
1.55,-11.19,2.72,1.33,-11.59,-0.07,2.54,2.51
1.39,-12.78,1.18,1.53,-11.70,-1.25,2.52,2.49
3.62,-6.31,1.76,1.33,-10.23,-1.01,2.53,2.50
-0.16,-12.45,-2.82,3.28,-11.25,-2.52,2.55,2.51
-0.53,-8.79,-0.22,0.16,-3.74,0.21,2.54,2.49
2.02,-5.73,1.00,2.02,-5.58,0.60,2.54,2.51
0.81,-3.71,-0.01,-1.56,-4.53,-1.04,2.55,2.50
1.48,-9.81,-1.49,-2.03,-11.18,-2.54,2.54,2.50
2.66,-12.71,3.87,3.17,-13.79,4.15,2.55,2.50
1.97,-11.69,-0.29,1.15,-10.18,0.16,2.54,2.50
-0.11,-10.36,0.19,0.83,-8.33,-0.12,2.53,2.50
1.26,-6.46,-1.83,-0.50,-8.88,-2.65,2.53,2.50
1.30,-11.83,-0.03,0.14,-12.90,-0.80,2.52,2.50
-0.94,-8.36,-1.38,1.99,-4.89,0.80,2.54,2.52
-0.05,-3.10,-0.10,-1.47,-4.03,-0.10,2.54,2.51
-1.16,-9.73,-1.28,0.40,-6.01,0.12,2.54,2.51
1.20,-8.36,0.61,-0.74,-11.86,-0.67,2.52,2.50
-0.97,-10.03,-1.30,1.49,-7.58,0.09,2.54,2.51
0.82,-8.20,0.08,-0.46,-11.49,0.09,2.54,2.50
1.70,-10.02,0.21,-0.45,-12.27,-0.27,2.54,2.51
2.36,-9.29,0.96,0.62,-10.66,-0.23,2.53,2.51
1.12,-8.20,1.76,4.73,-4.83,2.02,2.54,2.50
1.81,-8.56,-0.04,2.32,-9.59,0.25,2.54,2.51
0.95,-11.15,-0.04,1.53,-10.81,0.17,2.54,2.51
-0.19,-13.83,-2.63,-0.10,-11.50,-2.22,2.53,2.50
0.15,-6.31,0.52,1.11,-11.34,2.82,2.53,2.50
-0.86,-10.50,-2.92,-0.10,-9.31,-1.95,2.53,2.51
2.13,-12.13,-0.23,2.00,-13.16,-0.16,2.54,2.50
3.15,-13.46,1.39,-0.63,-10.23,-0.03,2.54,2.50
4.86,-7.21,3.45,3.73,-7.72,1.73,2.53,2.51
0.35,-14.14,1.06,0.16,-9.22,1.41,2.53,2.50
-1.75,-15.40,-1.12,0.30,-8.95,-0.13,2.55,2.50
-0.44,-12.35,-2.00,1.06,-7.16,-1.65,2.53,2.51
0.57,-8.21,2.19,5.38,-8.31,4.72,2.55,2.50
3.18,-12.08,0.67,1.44,-3.39,1.07,2.54,2.51
0.09,-10.12,-0.70,0.85,-7.01,-1.98,2.53,2.50
-0.49,-13.25,-2.29,1.22,-10.48,-2.75,2.53,2.51
-0.37,-13.85,-2.76,0.26,-12.13,-3.17,2.53,2.51
1.97,-6.06,2.21,1.25,-9.87,2.72,2.54,2.50
3.53,-12.28,-0.56,2.03,-14.47,0.46,2.54,2.50
-3.14,-19.88,-5.15,-2.86,-7.87,-2.89,2.54,2.49
0.74,-4.98,-0.40,0.30,-7.35,-0.01,2.53,2.50
0.53,-8.71,2.19,2.38,-10.11,2.83,2.54,2.50
4.28,-17.67,-0.46,-0.54,-12.83,0.10,2.53,2.50
-0.35,-12.82,-2.07,0.25,-6.82,-2.37,2.54,2.51
0.26,-8.96,-0.44,4.76,-11.33,1.34,2.53,2.51
0.94,-14.44,0.01,3.68,-10.34,-0.05,2.53,2.51
0.82,-12.37,2.45,2.58,-9.70,1.80,2.53,2.50
0.30,-3.73,-0.89,2.40,-3.19,-0.19,2.54,2.50
-1.37,-7.91,-0.37,-0.19,-10.48,0.59,2.55,2.50
-2.15,-12.69,-1.77,0.56,-7.70,-0.87,2.53,2.50
-0.83,-8.32,2.06,1.12,-5.18,3.93,2.54,2.50
-5.38,-8.47,-5.80,-1.69,-9.54,-2.52,2.52,2.50
1.48,-5.78,0.66,4.88,-8.66,1.53,2.54,2.50
0.86,-7.09,0.67,1.12,-10.50,2.02,2.53,2.49
-3.55,-5.86,-0.84,-0.72,-5.62,-0.57,2.54,2.49
-2.41,-7.20,-1.26,1.17,-5.79,-1.16,2.53,2.50
0.45,-7.15,-2.32,-1.47,-8.20,-3.18,2.52,2.51
2.93,-5.42,3.10,2.61,-8.42,0.42,2.54,2.51
-2.04,-11.48,-2.99,-3.25,-8.40,-2.26,2.54,2.49
-1.53,-13.98,-1.93,-1.25,-11.64,-2.10,2.53,2.50
-2.75,-3.12,-1.07,-1.99,-3.79,-0.99,2.54,2.50
-0.01,-9.59,0.71,4.17,-8.79,4.60,2.53,2.51
2.11,-12.95,0.57,2.27,-8.60,0.76,2.53,2.49
4.08,-6.46,4.92,3.72,-9.15,2.76,2.54,2.51
0.91,-9.98,-4.12,-2.45,-9.91,-4.75,2.54,2.50
-0.13,-9.10,1.47,0.79,-18.43,-2.47,2.53,2.53
-0.34,-10.18,-0.77,4.02,-11.41,2.41,2.54,2.51
-4.44,-13.67,-6.22,-1.90,-19.28,-4.29,2.53,2.51
0.03,-12.33,5.30,2.83,-5.44,5.28,2.54,2.51
3.25,-10.47,1.13,0.27,-9.65,-1.49,2.54,2.51
-3.36,-16.95,-4.90,-0.09,-14.64,-1.27,2.54,2.51
2.43,-7.41,0.15,1.49,-17.02,0.77,2.52,2.49
2.93,-12.31,0.33,1.58,-10.43,-1.33,2.52,2.49
5.54,-10.39,5.00,3.51,-12.18,3.50,2.54,2.53
-0.04,-8.27,-0.28,-1.40,-11.44,-2.02,2.53,2.50
-2.51,-14.64,-1.00,-1.87,-10.02,1.57,2.53,2.51
5.51,-6.55,4.53,0.36,-14.03,1.66,2.54,2.50
-1.33,-11.60,-1.72,-3.90,-5.74,-1.32,2.54,2.49
-1.77,-11.99,-2.12,2.07,-10.94,-0.33,2.55,2.51
0.02,-11.35,0.80,4.02,-5.01,1.47,2.54,2.50
-3.06,-12.55,2.95,3.33,-7.53,3.95,2.55,2.52
1.56,-11.72,1.28,1.34,-10.56,-0.94,2.53,2.51
3.14,-2.73,4.20,0.78,-4.69,1.01,2.53,2.51
1.60,-2.82,2.21,6.19,-6.87,4.20,2.53,2.51
-0.05,-7.35,-0.34,5.54,-7.37,2.68,2.54,2.51
0.57,-7.90,-1.58,-0.34,-8.29,-1.83,2.53,2.51
-1.86,-11.45,-2.25,-0.03,-13.00,-2.22,2.53,2.50
-1.17,-12.24,-3.67,1.14,-3.85,0.42,2.54,2.50
4.72,-8.73,0.24,0.31,-8.95,-3.32,2.52,2.51
1.10,-8.45,0.38,0.57,-11.83,-0.46,2.54,2.51
1.43,-10.62,0.30,1.19,-9.16,-0.18,2.53,2.50
3.54,-4.03,4.72,3.62,-4.42,4.78,2.54,2.51
2.57,-7.35,0.17,0.78,-15.10,-0.87,2.53,2.51
-3.24,-19.54,-5.11,-1.17,-10.65,-4.94,2.53,2.51
-0.18,-8.78,-2.02,-0.84,-8.63,-0.89,2.53,2.50
-0.13,-14.51,-5.66,0.06,-12.28,-4.46,2.53,2.51
1.45,-12.95,-0.44,-0.35,-11.47,-1.96,2.53,2.51
8.22,-9.37,3.21,2.83,-13.26,-0.71,2.54,2.51
1.12,-10.20,0.23,2.08,-11.29,2.26,2.53,2.49
1.49,-8.07,-1.57,2.70,-9.19,1.16,2.53,2.51
2.66,-7.51,4.55,1.22,-11.42,0.52,2.54,2.51
0.25,-12.78,3.13,-0.64,-9.30,2.20,2.53,2.51
4.33,-8.52,4.38,-0.87,-10.76,-0.12,2.53,2.51
0.94,-11.39,3.75,1.87,-12.73,2.89,2.52,2.51
-0.28,-2.20,-1.56,1.76,-1.19,-0.48,2.54,2.52
2.33,-6.29,-1.86,0.21,-4.70,-2.23,2.54,2.50
3.64,-10.99,-0.18,1.99,-8.91,-1.70,2.55,2.50
-1.17,-15.06,0.48,0.24,-9.91,-0.68,2.53,2.50
0.63,-13.33,-0.16,4.80,-11.51,3.05,2.52,2.50
-2.17,-7.96,1.30,1.88,-5.11,1.87,2.55,2.50
1.48,-12.11,-0.00,0.47,-11.41,-0.37,2.54,2.51
5.25,-8.51,2.00,-0.20,-11.99,-0.67,2.53,2.50
0.79,-14.68,1.91,3.16,-10.08,1.39,2.54,2.51
2.66,-13.43,2.54,-1.11,-10.80,3.85,2.54,2.51
1.36,-11.41,-1.07,3.67,-10.05,-3.16,2.54,2.49
-0.54,-4.47,-1.90,-2.55,-8.98,-2.09,2.53,2.50
1.03,-10.58,-1.10,1.03,-10.47,-1.28,2.53,2.50
-1.50,-7.37,-1.88,-1.17,-7.48,-2.25,2.54,2.50
-3.82,-2.55,-4.03,2.97,-8.72,-0.34,2.54,2.51
0.39,-8.58,-2.22,-2.55,-8.77,-2.47,2.53,2.50
4.59,-4.35,5.08,0.59,-10.36,1.04,2.52,2.51
-2.13,-8.41,-1.00,0.96,-7.08,-1.05,2.53,2.50
0.33,-10.97,-1.54,-1.82,-10.51,-1.58,2.53,2.50
-0.83,-8.95,-1.93,0.82,-9.70,-1.96,2.54,2.51
4.35,-8.08,3.93,-1.00,-10.68,-0.68,2.53,2.50
7.81,-6.36,4.81,3.16,-8.66,3.23,2.54,2.52
2.47,-5.40,4.07,0.61,-6.11,0.50,2.53,2.51
-3.94,-6.20,-2.10,-1.22,-12.17,-2.55,2.53,2.50
-1.77,-6.68,0.13,2.71,-5.16,3.78,2.54,2.50
0.82,-8.28,0.29,0.64,-12.20,1.06,2.52,2.51
-1.68,-17.77,-3.95,-0.63,-11.62,-3.44,2.52,2.51
1.96,-8.95,0.15,-1.64,-7.67,0.03,2.52,2.50
2.60,-12.32,4.51,2.81,-12.13,3.76,2.53,2.50
2.47,-4.22,0.14,2.05,-5.01,-0.55,2.55,2.51
2.63,-15.48,2.07,3.54,-10.85,1.63,2.54,2.51
2.34,-6.72,1.08,4.54,-10.20,0.58,2.54,2.50
-0.13,-6.83,-0.44,-4.35,-7.39,-3.46,2.53,2.52
-1.21,-7.41,0.21,1.57,-6.95,1.67,2.54,2.52
4.01,-7.98,2.33,5.69,-9.61,3.96,2.53,2.50
1.32,-11.34,-1.53,0.44,-9.06,-2.04,2.53,2.50
6.50,-7.63,4.45,3.53,-10.04,0.17,2.53,2.51
0.71,-16.71,0.60,-0.02,-10.78,-0.07,2.52,2.49
1.57,-6.16,1.96,0.83,-10.99,-0.91,2.53,2.51
-0.08,-13.80,0.59,1.25,-11.79,0.60,2.55,2.51
2.62,-15.05,-1.57,0.13,-14.55,-1.93,2.55,2.51
1.49,-10.86,2.63,3.13,-12.66,5.19,2.53,2.50
-0.55,-13.38,2.74,3.86,-7.78,5.08,2.54,2.50
-3.88,-12.97,-1.28,0.55,-9.09,-1.01,2.55,2.52
-1.30,-7.59,0.78,-0.46,-6.13,-0.91,2.54,2.52
0.23,-9.84,-2.54,-2.15,-13.71,-3.95,2.52,2.51
2.41,-10.66,0.23,0.48,-10.00,-0.93,2.54,2.49
-3.61,-8.68,-3.49,0.30,-5.40,-0.28,2.55,2.50
3.62,-8.85,-2.29,-1.24,-7.37,-2.36,2.54,2.49
1.68,-4.51,0.63,1.31,-9.22,-1.94,2.53,2.50
1.69,-6.14,1.71,-3.15,-8.68,-1.05,2.54,2.50
-1.58,-6.72,-2.40,-1.94,-6.46,-0.01,2.52,2.50
-1.53,-11.36,-0.95,2.17,-8.00,1.72,2.53,2.49
4.50,-7.89,3.40,3.86,-8.06,3.26,2.54,2.50
-0.16,-7.78,0.40,-1.04,-7.72,0.33,2.53,2.50
-1.75,-9.03,-2.34,-0.07,-6.17,-1.37,2.54,2.51
1.02,-7.88,-1.72,0.29,-8.88,-2.04,2.52,2.51
-0.27,-9.81,-1.19,-0.01,-8.26,-1.23,2.52,2.51
3.12,-20.39,2.97,2.02,-14.76,2.32,2.53,2.51
-0.98,-10.05,-0.83,3.40,-11.79,1.11,2.53,2.51
-0.54,-8.30,-0.19,-1.43,-8.20,-0.37,2.53,2.51
1.21,-14.34,-1.32,3.55,-12.38,-1.84,2.53,2.52
0.89,-8.76,-1.29,0.16,-5.31,-1.06,2.52,2.50
-1.35,-10.93,-1.23,-0.16,-10.21,-1.00,2.51,2.51
2.10,-7.18,4.25,0.36,-12.61,3.84,2.54,2.51
1.21,-11.49,-0.56,1.25,-8.07,-4.12,2.55,2.51
-0.07,-12.52,0.43,1.64,-11.78,-0.50,2.52,2.50
-1.83,-5.62,-0.25,-0.25,-3.91,1.41,2.53,2.49
-4.84,-11.13,-4.90,-0.70,-2.97,-2.24,2.53,2.50
-0.01,-6.04,1.68,4.23,-7.04,5.12,2.53,2.51
0.58,-9.97,-0.52,1.05,-8.68,2.47,2.53,2.51
2.55,-9.33,3.02,-1.74,-7.78,-0.42,2.54,2.52
-1.77,-8.64,-0.84,-3.87,-8.88,-1.33,2.54,2.49
-2.43,-9.01,-2.06,0.44,-11.17,0.66,2.53,2.50
0.47,-7.65,-0.86,1.47,-11.17,-2.04,2.54,2.50
4.57,-7.11,4.20,2.11,-7.49,7.50,2.54,2.51
6.19,-8.27,6.65,3.47,-9.08,3.39,2.53,2.51
-1.20,-12.75,3.44,-1.97,-15.02,2.62,2.54,2.51
